X,Y,OBJECTID,SAP_EQUIPMENT,ITEM_DESCRIPTION,ITEM_TYPE,SAP_FUNCTIONAL_LOCATION,PARK_NUMBER,PARK_NAME,SUBURB,POWER_TYPE,NUMBER_OF_PLATES,LONG,LAT
508708.7886,6952309.222,671,200471312,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1552-N002,D0686,BRUSHBOX PARK,UPPER MOUNT GRAVATT,MAINS POWER,1,153.0882123,-27.55300164
500489.7755,6970458.87,672,200483478,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1667-N008,D0616,RAVEN STREET RESERVE,CHERMSIDE WEST,MAINS POWER,2,153.0049537,-27.38917475
494715.5435,6944104.891,673,100282043,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-0062-N001,D2035,JUBILEE AVENUE PARK,FOREST LAKE,MAINS POWER,2,152.9464371,-27.62708663
510511.5692,6951964.855,674,200488383,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1489-N001,D0436,COORA STREET PARK,WISHART,MAINS POWER,1,153.1064759,-27.55609774
504042.6247,6956114.952,675,200483690,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1527-N005,D0398,SHAFTESBURY STREET PARK,TARRAGINDI,MAINS POWER,1,153.0409355,-27.51866584
506395.8024,6981871.757,676,200471641,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1876-N007,D0275,DECKER PARK,BRIGHTON,MAINS POWER,1,153.0646283,-27.28612253
506417.8673,6981913.139,677,100124140,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1876-N004,D0275,DECKER PARK,BRIGHTON,MAINS POWER,2,153.0648511,-27.28574882
502408.277,6948595.133,678,200483937,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1622-N011,D0570,C.A.O SULLIVAN PARK,ACACIA RIDGE,MAINS POWER,2,153.0244011,-27.58655777
486277.8332,6953389.354,679,200488668,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1655-N004,D0709,ANSTEAD BUSHLAND RESERVE,ANSTEAD,MAINS POWER,2,152.8610189,-27.54320885
506161.6437,6946878,680,200488676,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-2457-N002,D0753,JACK PYLE PARK,SUNNYBANK HILLS,MAINS POWER,1,153.0624398,-27.60204785
517429.7955,6952641.383,681,200504054,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-2464-N001,D0805,J.C.TROTTER MEMORIAL PARK,BURBANK,MAINS POWER,2,153.1765434,-27.54991879
509092.2343,6962315.235,682,100286159,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-0039-N001,D2047,WYANDRA CRESCENT PARK,MURARRIE,MAINS POWER,1,153.0920211,-27.46266555
506901.6892,6978903.267,683,100271013,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1875-N014,D0276,SANDGATE FORESHORES PARK,SANDGATE,MAINS POWER,1,153.0697569,-27.3129202
504170.5636,6959300.749,684,200517728,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1482-N005,D0360,WOOLLOONGABBA ROTARY PARK,EAST BRISBANE,MAINS POWER,1,153.04222,-27.48990427
504508.721,6971615.507,685,200520740,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-2004-N036,D0228,7TH BRIGADE PARK,CHERMSIDE,MAINS POWER,2,153.0455976,-27.37872515
497017.7308,6943768.59,686,100294933,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-0139-N001,D1953,ST ANDREWS AVENUE PARK,FOREST LAKE,MAINS POWER,1,152.9697711,-27.63012973
489497.2895,6951355.459,687,200525328,BBQ - WOOD SINGLE,BARBEQUE,B-RE-1671-N010,D0663,BOOKER PLACE PARK,BELLBOWRIE,WOOD FIRED,1,152.8936085,-27.56159936
503295.3562,6960431.735,688,200524374,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1557-N003,D0680,KANGAROO POINT CLIFFS PARK,KANGAROO POINT,MAINS POWER,1,153.0333569,-27.47969617
503390.6569,6960560.367,689,200527463,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1557-N014,D0680,KANGAROO POINT CLIFFS PARK,KANGAROO POINT,MAINS POWER,1,153.0343212,-27.47853465
495978.3943,6953585.296,690,200527727,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-0673-N023,D1845,ROCKS RIVERSIDE PARK,SEVENTEEN MILE ROCKS,MAINS POWER,2,152.9592689,-27.54150341
492432.5175,6968158.005,691,200526973,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1748-N003,D0150,UPPER KEDRON RECREATION RESERVE,UPPER KEDRON,MAINS POWER,2,152.923447,-27.40992622
510139.5703,6973546.809,692,200482013,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-2060-N011,D1264,TUCKEROO PARK,NUDGEE BEACH,MAINS POWER,1,153.1025274,-27.36125893
503197.5976,6972661.337,693,200475454,BBQ - WOOD SINGLE,BARBEQUE,B-RE-2238-N003,D1437,RAINBOW LORIKEET PARK,ASPLEY,WOOD FIRED,1,153.0323352,-27.36928698
494346.8146,6962031.438,694,200542712,BBQ - WOOD SINGLE,BARBEQUE,B-RE-1901-N011,D0249,MT COOT-THA RESERVE,MOUNT COOT-THA,WOOD FIRED,1,152.9427836,-27.46524631
494406.1281,6961766.751,695,200542724,BBQ - GAS DOUBLE,BARBEQUE,B-RE-1901-N015,D0249,MT COOT-THA RESERVE,MOUNT COOT-THA,BOTTLED GAS,2,152.9433827,-27.46763615
502945.7786,6971710.579,696,100119618,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1761-N001,D0227,MARCHANT PARK,ASPLEY,MAINS POWER,1,153.029791,-27.37787109
498779.2657,6942991.853,697,200551895,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1129-N003,D3054,HEATHWOOD PARK,HEATHWOOD,MAINS POWER,1,152.9876256,-27.63714468
501806.5604,6942566.189,698,200557064,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-0111-N001,D2147,WATHEROO PLACE PARK,PARKINSON,MAINS POWER,1,153.0183135,-27.64098682
505125.5259,6961389.204,699,200560668,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1736-N017,D0095,NEW FARM PARK,NEW FARM,MAINS POWER,2,153.0518786,-27.47104648
498123.5906,6953022.118,700,200560021,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-2009-N006,D0316,DUNLOP PARK,CORINDA,MAINS POWER,1,152.9809947,-27.54659239
501886.6563,6957612.598,701,200560032,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1469-N001,D0373,JOHN WALKER PLACE,YERONGA,MAINS POWER,1,153.0191019,-27.5051499
505088.606,6964446.465,702,200476925,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1786-N003,D0039,VIC LUCAS PARK,BULIMBA,MAINS POWER,2,153.0514921,-27.44344566
498199.3773,6943317.644,703,100285554,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-0242-N001,D2612,EUNGELLA TERRACE PARK,FOREST LAKE,MAINS POWER,1,152.9817478,-27.63420287
497922.6297,6943368.059,704,100285555,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-0242-N003,D2612,EUNGELLA TERRACE PARK,FOREST LAKE,MAINS POWER,2,152.9789426,-27.63374733
505298.5821,6961529.605,705,200570337,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1736-N018,D0095,NEW FARM PARK,NEW FARM,MAINS POWER,2,153.0536296,-27.46977829
505311.825,6961545.724,706,200570338,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1736-N018,D0095,NEW FARM PARK,NEW FARM,MAINS POWER,2,153.0537636,-27.46963271
502063.9766,6955282.332,707,200471109,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1459-N001,D0383,MOOROOKA LIONS BICENT. PICNIC GRND PARK,YEERONGPILLY,MAINS POWER,2,153.0209012,-27.52618713
504474.4843,6971676.435,708,200477533,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-2004-N028,D0228,7TH BRIGADE PARK,CHERMSIDE,MAINS POWER,2,153.0452511,-27.3781752
501433.9426,6948630.226,709,200477825,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1623-N002,D0569,NORMA CROKER PARK,ACACIA RIDGE,MAINS POWER,1,153.014529,-27.58624234
497745.529,6947124.892,710,200501824,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1692-N006,D0582,THRUSH STREET PARK,INALA,MAINS POWER,1,152.9771545,-27.59983111
508327.5694,6977754.438,711,200500846,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1875-N026,D0276,SANDGATE FORESHORES PARK,SANDGATE,MAINS POWER,2,153.0841765,-27.3232841
518467.7315,6963504.838,712,200501074,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1685-N004,D0517,BAYSIDE PARK,MANLY,MAINS POWER,2,153.1868907,-27.45183085
510385.3215,6957580.159,713,200488923,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-2413-N002,D0856,SURBITON COURT PARK,CARINDALE,MAINS POWER,1,153.1051488,-27.50540435
497376.1399,6954622.966,714,200470452,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-2018-N015,D0305,SHERWOOD ARBORETUM,SHERWOOD,MAINS POWER,1,152.9734276,-27.53213886
502020.9186,6979575.382,715,200479547,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-2555-N001,D1075,GUS DAVIES PARK,BALD HILLS,MAINS POWER,1,153.0204248,-27.30686813
497995.7764,6959200.385,716,200472101,BBQ - WOOD SINGLE,BARBEQUE,B-RE-1507-N005,D0424,TARINGA PLAYGROUND PARK,TARINGA,WOOD FIRED,1,152.9797104,-27.49081527
503176.3028,6978065.022,717,200548781,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-2352-N005,D1394,BARRETT STREET PARK (WATER RESERVE),BRACKEN RIDGE,MAINS POWER,1,153.0321058,-27.32050175
496082.2903,6953870.321,718,200477074,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-0673-N028,D1845,ROCKS RIVERSIDE PARK,SEVENTEEN MILE ROCKS,MAINS POWER,2,152.9603221,-27.53893054
502360.067,6965731.768,719,200570360,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1437-N002,D0497,HINKLER PARK,WINDSOR,MAINS POWER,1,153.0238793,-27.43184938
499917.911,6963799.437,720,100289534,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-0020-N006,D0192,WOOLCOCK PARK,RED HILL,MAINS POWER,1,152.9991693,-27.44929656
499213.2818,6959140.634,721,200560756,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1378-N003,D0480,PERRIN PARK,TOOWONG,MAINS POWER,2,152.9920357,-27.49135596
503488.9154,6960884.378,722,200536620,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1557-N012,D0680,KANGAROO POINT CLIFFS PARK,KANGAROO POINT,MAINS POWER,2,153.0353149,-27.47560924
515669.6125,6960129.805,723,200529050,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-0235-N002,D2634,TORRENS CRESCENT PARK,WAKERLEY,MAINS POWER,2,153.1586179,-27.48233562
493541.7785,6964920.658,724,100101839,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1607-N009,D0637,WITTONGA PARK,THE GAP,MAINS POWER,1,152.9346512,-27.43915883
500124.9081,6958979.206,725,100102093,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1936-N002,D0408,GUYATT PARK,ST LUCIA,MAINS POWER,2,153.0012645,-27.49281355
505223.9683,6961448.709,726,100106802,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1736-N025,D0095,NEW FARM PARK,NEW FARM,MAINS POWER,2,153.0528747,-27.4705089
495056.7284,6950232.015,727,100118993,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1929-N003,D0327,DUCIE STREET PARK,DARRA,MAINS POWER,1,152.9499205,-27.57177336
503068.4731,6955577.885,728,100119600,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1452-N005,D0390,CLIFTON HILL PEACE PARK,ANNERLEY,MAINS POWER,1,153.0310726,-27.523517
502634.3622,6976286.427,729,100274184,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-2850-N003,D2243,FITZGIBBON BUSHLANDS,FITZGIBBON,MAINS POWER,2,153.0266317,-27.33656036
506795.1853,6964966.728,730,100290210,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1542-N005,D0699,HERCULES STREET PARK,HAMILTON,MAINS POWER,2,153.0687582,-27.43874127
499379.246,6955557.969,731,100290237,BBQ - WOOD SINGLE,BARBEQUE,B-RE-2399-N005,D0824,GRACEVILLE RIVERSIDE PARKLANDS,GRACEVILLE,WOOD FIRED,1,152.993714,-27.52370013
504722.6044,6974451.897,732,200479679,BBQ - WOOD DOUBLE,BARBEQUE,B-RE-1990-N004,D0242,JOSEPH LEE PARK,ZILLMERE,WOOD FIRED,2,153.0477497,-27.35311715
506674.4694,6968456.41,733,100290583,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1386-N020,D0464,ALBERT BISHOP PARK,NUNDAH,MAINS POWER,1,153.0675176,-27.40723686
506293.9314,6964845.993,734,100300535,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1980-N003,D0168,HAMILTON PARK,HAMILTON,MAINS POWER,2,153.0636868,-27.43983368
507405.5961,6945237.793,735,100307975,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-2556-N005,D1073,REGENCY PLACE PARK (NO.16),STRETTON,MAINS POWER,2,153.0750556,-27.61684906
